population,trap_year,trap_date,count,sex,origin,fork_length,disposition,age_designation,age_best,age_cwt,age_pit,age_scale,age_length,recapture,oppunch,notes
LOS,2009,2009-06-25,1,F,Hat,775,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-25,1,M,Nat,830,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,SEAL BITE
LOS,2009,2009-06-25,1,F,Nat,720,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,SEAL BITE
LOS,2009,2009-06-25,1,F,Nat,850,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,HEAD MARKS
LOS,2009,2009-06-25,1,F,Hat,760,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,BAD CLIP
LOS,2009,2009-06-25,1,M,Hat,780,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-25,1,F,Hat,780,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-25,1,F,Hat,770,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,BAD WOUND ON BELLY
LOS,2009,2009-06-25,1,M,Hat,790,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,BAD CLIP
LOS,2009,2009-06-25,1,M,Hat,770,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-25,1,F,Nat,710,passed,Adult,4,NA,4,NA,NA,FALSE,1LOP                ,BAD WOUND
LOS,2009,2009-06-25,1,M,Hat,550,passed,Jack,NA,NA,NA,NA,3,FALSE,1LOP                ,CAPTIVE
LOS,2009,2009-06-25,1,M,Hat,500,removed,Jack,NA,NA,NA,NA,3,FALSE,1ROP                ,
LOS,2009,2009-06-25,1,M,Hat,510,removed,Jack,NA,NA,NA,NA,3,FALSE,1ROP                ,
LOS,2009,2009-06-25,1,M,Hat,515,removed,Jack,NA,NA,NA,NA,3,FALSE,1ROP                ,
LOS,2009,2009-06-25,1,M,Hat,425,removed,Jack,NA,NA,NA,NA,3,FALSE,1ROP                ,
LOS,2009,2009-06-25,1,M,Hat,515,removed,Jack,NA,NA,NA,NA,3,FALSE,1ROP                ,
LOS,2009,2009-06-25,1,M,Hat,845,removed,Adult,4,NA,4,NA,NA,FALSE,1ROP                ,
LOS,2009,2009-06-25,1,F,Nat,725,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-25,1,F,Nat,740,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-25,1,F,Nat,890,removed,Adult,NA,NA,NA,NA,5,FALSE,1ROP                ,
LOS,2009,2009-06-25,1,M,Nat,720,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-25,1,F,Hat,775,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-25,1,M,Nat,800,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-25,1,F,Hat,790,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-25,1,F,Hat,750,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-25,1,F,Hat,690,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-25,1,M,Hat,760,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-25,1,F,Hat,750,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-25,1,M,Hat,790,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-25,1,M,Nat,745,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-25,1,M,Nat,815,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-25,1,F,Nat,775,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-25,1,F,Hat,730,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-25,1,F,Nat,820,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-25,1,F,Hat,735,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-25,1,M,Hat,820,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-25,1,F,Hat,795,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-25,1,F,Nat,765,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Nat,740,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-26,1,M,Nat,750,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-26,1,M,Nat,785,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-26,1,F,Nat,760,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,PHOTO OLD TAIL PUNCH
LOS,2009,2009-06-26,1,F,Nat,790,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-26,1,M,Nat,860,passed,Adult,NA,NA,NA,NA,5,FALSE,1LOP                ,
LOS,2009,2009-06-26,1,F,Nat,780,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-26,1,F,Nat,735,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-26,1,F,Nat,905,passed,Adult,NA,NA,NA,NA,5,FALSE,1LOP                ,
LOS,2009,2009-06-26,1,M,Nat,725,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-26,1,M,Nat,790,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-26,1,M,Nat,775,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-26,1,F,Nat,770,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-26,1,M,Nat,700,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-26,1,F,Hat,NA,passed,Adult,NA,NA,NA,NA,NA,FALSE,ND,ESCAPED OUT OF TOTE
LOS,2009,2009-06-26,1,M,Nat,730,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-26,1,M,Nat,800,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-26,1,M,Nat,880,passed,Adult,NA,NA,NA,NA,5,FALSE,1LOP                ,ERRODED FIN
LOS,2009,2009-06-26,1,M,Nat,735,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-26,1,F,Nat,770,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-26,1,M,Nat,780,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-26,1,F,Nat,740,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-26,1,M,Nat,760,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-26,1,M,Nat,760,passed,Adult,4,NA,4,NA,NA,FALSE,1LOP                ,WAND CUT?
LOS,2009,2009-06-26,1,M,Nat,650,passed,Adult,NA,NA,NA,NA,4,FALSE,2LOP                ,LOST 1ST PUNCH
LOS,2009,2009-06-26,1,M,Nat,820,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-26,1,F,Nat,695,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-26,1,F,Nat,780,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-26,1,M,Nat,735,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,DOLPHIN HEAD
LOS,2009,2009-06-26,1,M,Nat,785,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-26,1,F,Hat,740,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,810,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,760,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,730,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,695,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,790,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,BAD CLIP POOR WAND
LOS,2009,2009-06-26,1,M,Hat,780,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,780,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,SNAG WOUND BY AD CLIP
LOS,2009,2009-06-26,1,F,Hat,770,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,825,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,820,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,820,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,770,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,770,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,800,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,770,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,720,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,770,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,810,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,770,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,720,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,770,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,820,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,830,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,800,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,"POOR CLIP, GAS BUBBLE"
LOS,2009,2009-06-26,1,F,Hat,810,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,780,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,520,removed,Jack,NA,NA,NA,NA,3,FALSE,1ROP                ,CAPTIVE
LOS,2009,2009-06-26,1,M,Hat,790,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,710,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,790,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,SCAR OR BITE MID RIF
LOS,2009,2009-06-26,1,F,Hat,810,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,SLIGHT HEAD BURN
LOS,2009,2009-06-26,1,M,Hat,710,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,670,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,790,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,770,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,800,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,PHOTO BAD CLIP
LOS,2009,2009-06-26,1,F,Hat,790,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,530,removed,Jack,NA,NA,NA,NA,3,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,710,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,800,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,740,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,HEAD BURN SNOUT
LOS,2009,2009-06-26,1,M,Hat,685,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,730,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,805,removed,Adult,NA,NA,NA,NA,4,FALSE,2ROP                ,LOST 1ST PUNCH
LOS,2009,2009-06-26,1,M,Hat,800,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,710,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,855,removed,Adult,NA,NA,NA,NA,5,FALSE,1ROP                ,SMALL RIP
LOS,2009,2009-06-26,1,M,Hat,770,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,730,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,705,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,760,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,695,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,750,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,790,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,700,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,720,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,760,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,790,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,800,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,770,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,820,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,770,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,745,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,780,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,"BAD AD, PHOTO TAKEN"
LOS,2009,2009-06-26,1,M,Hat,860,removed,Adult,4,NA,4,NA,NA,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,780,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,550,removed,Jack,NA,NA,NA,NA,3,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,770,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,800,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,760,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,695,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,740,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,750,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,775,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,555,removed,Jack,NA,NA,NA,NA,3,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,820,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,710,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,760,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,760,removed,Adult,4,NA,4,NA,NA,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,790,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,780,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,600,removed,Jack,NA,NA,NA,NA,3,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,790,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,760,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,HEAD BURN HEALING
LOS,2009,2009-06-26,1,M,Hat,730,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,740,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,510,removed,Jack,NA,NA,NA,NA,3,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,810,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,780,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,810,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,790,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,740,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,760,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,POOR WAND
LOS,2009,2009-06-26,1,F,Hat,730,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,800,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,760,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,850,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,770,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,760,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,520,removed,Jack,NA,NA,NA,NA,3,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,670,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,740,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,760,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,790,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,HOOK IN MOUTH
LOS,2009,2009-06-26,1,F,Hat,700,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,760,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,M,Hat,790,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-26,1,F,Hat,730,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,F,Nat,760,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-27,1,F,Nat,730,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-27,1,M,Nat,535,passed,Jack,NA,NA,NA,NA,3,FALSE,1LOP                ,
LOS,2009,2009-06-27,1,F,Nat,765,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-27,1,F,Nat,800,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
LOS,2009,2009-06-27,1,F,Nat,890,passed,Adult,NA,NA,NA,NA,5,FALSE,1LOP                ,
LOS,2009,2009-06-27,1,F,Nat,715,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,GENETIC LOST AND FOUND
LOS,2009,2009-06-27,1,M,Hat,580,removed,Jack,NA,NA,NA,NA,3,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,F,Hat,770,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,M,Hat,770,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,M,Hat,770,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,M,Hat,830,removed,Adult,NA,NA,NA,NA,4,FALSE,2ROP                ,1ST PUNCH LOST
LOS,2009,2009-06-27,1,M,Hat,750,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,M,Hat,790,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,M,Hat,540,removed,Jack,NA,NA,NA,NA,3,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,F,Hat,800,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,M,Hat,560,removed,Jack,NA,NA,NA,NA,3,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,M,Hat,750,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,M,Hat,570,removed,Jack,NA,NA,NA,NA,3,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,M,Hat,530,removed,Jack,NA,NA,NA,NA,3,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,M,Hat,760,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,F,Hat,830,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,M,Hat,540,removed,Jack,NA,NA,NA,NA,3,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,M,Hat,540,removed,Jack,NA,NA,NA,NA,3,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,M,Hat,490,removed,Jack,NA,NA,NA,NA,3,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,M,Hat,590,removed,Jack,NA,NA,NA,NA,3,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,M,Hat,530,removed,Jack,NA,NA,NA,NA,3,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,M,Hat,580,removed,Jack,NA,NA,NA,NA,3,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,F,Hat,760,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,F,Hat,810,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,F,Hat,770,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,M,Hat,850,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,F,Hat,790,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,BAD CLIP
LOS,2009,2009-06-27,1,F,Hat,790,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,M,Hat,760,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,F,Hat,755,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,M,Hat,730,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,F,Hat,790,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,M,Hat,635,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,F,Hat,760,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,F,Hat,780,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,M,Hat,760,removed,Adult,4,NA,4,NA,NA,FALSE,2ROP                ,LOST 1ST PUNCH
LOS,2009,2009-06-27,1,M,Hat,800,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,M,Hat,820,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,F,Hat,720,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,F,Hat,750,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,M,Hat,715,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,M,Hat,770,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,M,Hat,760,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,HEADBURN
LOS,2009,2009-06-27,1,F,Hat,770,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,M,Hat,770,removed,Adult,NA,NA,NA,NA,4,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,M,Hat,445,removed,Jack,3,NA,3,NA,NA,FALSE,1ROP                ,"CAP,MISSING RT EYE"
LOS,2009,2009-06-27,1,M,Hat,580,removed,Jack,NA,NA,NA,NA,3,FALSE,1ROP                ,
LOS,2009,2009-06-27,1,M,Hat,480,removed,Jack,NA,NA,NA,NA,3,FALSE,1ROP                ,
LOS,2009,2009-06-28,1,F,Nat,760,passed,Adult,NA,NA,NA,NA,4,FALSE,1LOP                ,
